Date,FltDates,CumValue,ReValue
1997-10-09,-2.2273972602739724,3.1152388122248733,1.5718218776944175
1997-10-10,-2.2246575342465755,3.2592212897311734,1.6444695370844258
1997-10-11,-2.221917808219178,3.187229408806875,1.608145383376169
1997-10-12,-2.219178082191781,3.187229408806875,1.608145383376169
1997-10-13,-2.2164383561643834,3.187229408806875,1.608145383376169
1997-10-14,-2.213698630136986,3.056337590159003,1.542102734140235
1997-10-15,-2.210958904109589,2.971257190946771,1.499174650322079
1997-10-16,-2.208219178082192,2.8796328536761457,1.4529447634556
1997-10-17,-2.2054794520547945,2.630937092497188,1.3274630710803785
1997-10-18,-2.2027397260273975,2.3037059404496376,1.162355637957412
1997-10-19,-2.2,2.3037059404496376,1.162355637957412
1997-10-20,-2.197260273972603,2.3037059404496376,1.162355637957412
1997-10-21,-2.1945205479452055,2.630937092497188,1.3274630710803785
1997-10-22,-2.191780821917808,2.32334010925236,1.1722622351509746
1997-10-23,-2.1890410958904107,2.1859030682037988,1.102917134840212
1997-10-24,-2.186301369863014,2.0680997678438606,1.0434784157141772
1997-10-25,-2.1835616438356165,1.793225792775263,0.9047882690948611
1997-10-26,-2.180821917808219,1.793225792775263,0.9047882690948611
1997-10-27,-2.178082191780822,1.793225792775263,0.9047882690948611
1997-10-28,-2.175342465753425,2.1989920146058313,1.1095212809589463
1997-10-29,-2.1726027397260275,1.9961087431477602,1.0071546940235905
1997-10-30,-2.16986301369863,1.9437521013114312,0.980737677530984
1997-10-31,-2.1671232876712327,2.0680997678438606,1.0434784157141772
1997-11-01,-2.1643835616438354,2.3756971792027874,1.1986794676524162
1997-11-02,-2.1616438356164385,2.3756971792027874,1.1986794676524162
1997-11-03,-2.158904109589041,2.3756971792027874,1.1986794676524162
1997-11-04,-2.1561643835616437,2.3756971792027874,1.1986794676524162
1997-11-05,-2.153424657534247,2.5654912902017766,1.2944418004646203
1997-11-06,-2.1506849315068495,2.552401701628596,1.2878373303326336
1997-11-07,-2.147945205479452,2.4934998373915773,1.2581178627651985
1997-11-08,-2.1452054794520548,2.506589640021808,1.264722440901603
1997-11-09,-2.1424657534246574,2.506589640021808,1.264722440901603
1997-11-10,-2.13972602739726,2.506589640021808,1.264722440901603
1997-11-11,-2.136986301369863,2.4542321419572812,1.238304992391326
1997-11-12,-2.1342465753424658,2.316795529022819,1.1689601080893988
1997-11-13,-2.1315068493150684,2.297161574277146,1.1590536189002538
1997-11-14,-2.1287671232876715,2.297161574277146,1.1590536189002538
1997-11-15,-2.126027397260274,2.460776936243872,1.2416072274573196
1997-11-16,-2.1232876712328768,2.460776936243872,1.2416072274573196
1997-11-17,-2.1205479452054794,2.460776936243872,1.2416072274573196
1997-11-18,-2.117808219178082,2.3037059404496376,1.162355637957412
1997-11-19,-2.1150684931506847,2.238259924097177,1.1293342593372362
1997-11-20,-2.1123287671232878,2.1859030682037988,1.102917134840212
1997-11-21,-2.1095890410958904,2.297161574277146,1.1590536189002538
1997-11-22,-2.106849315068493,2.244805146497866,1.1326367104120647
1997-11-23,-2.104109589041096,2.244805146497866,1.1326367104120647
1997-11-24,-2.1013698630136988,2.244805146497866,1.1326367104120647
1997-11-25,-2.0986301369863014,2.3037059404496376,1.162355637957412
1997-11-26,-2.095890410958904,2.2644382450153415,1.1425427675835396
1997-11-27,-2.0931506849315067,2.3037059404496376,1.162355637957412
1997-11-28,-2.0904109589041093,2.3037059404496376,1.162355637957412
1997-11-29,-2.0876712328767124,2.1989920146058313,1.1095212809589463
1997-11-30,-2.084931506849315,2.1989920146058313,1.1095212809589463
1997-12-01,-2.0821917808219177,2.1989920146058313,1.1095212809589463
1997-12-02,-2.0794520547945208,2.1989920146058313,1.1095212809589463
1997-12-03,-2.0767123287671234,2.212081389121963,1.1161256430865154
1997-12-04,-2.073972602739726,2.3037059404496376,1.162355637957412
1997-12-05,-2.0712328767123287,2.3102509487932776,1.165657981027823
1997-12-06,-2.0684931506849313,2.408420294407543,1.2151902109647128
1997-12-07,-2.065753424657534,2.408420294407543,1.2151902109647128
1997-12-08,-2.063013698630137,2.408420294407543,1.2151902109647128
1997-12-09,-2.0602739726027397,2.3037059404496376,1.162355637957412
1997-12-10,-2.0575342465753423,2.2055372370065207,1.1128237320337746
1997-12-11,-2.0547945205479454,2.1073678913922556,1.0632915020968847
1997-12-12,-2.052054794520548,2.0877337225895336,1.0533849049033222
1997-12-13,-2.0493150684931507,1.9110287720496266,0.9642268262142697
1997-12-14,-2.0465753424657533,1.9110287720496266,0.9642268262142697
1997-12-15,-2.043835616438356,1.9110287720496266,0.9642268262142697
1997-12-16,-2.041095890410959,1.969930636286645,0.9939462937817047
1997-12-17,-2.0383561643835617,1.904484405877135,0.9609248071571115
1997-12-18,-2.0356164383561643,1.8324935952380839,0.9246011934709423
1997-12-19,-2.032876712328767,1.9437521013114312,0.980737677530984
1997-12-20,-2.03013698630137,1.9241181465657584,0.9708311883418389
1997-12-21,-2.0273972602739727,1.9241181465657584,0.9708311883418389
1997-12-22,-2.0246575342465754,1.9241181465657584,0.9708311883418389
1997-12-23,-2.021917808219178,1.8652169244998884,0.9411120447876565
1997-12-24,-2.0191780821917806,1.8586723442703472,0.9378099177260807
1997-12-25,-2.0164383561643837,1.8848502370744127,0.9510182099635489
1997-12-26,-2.0136986301369864,1.8848502370744127,0.9510182099635489
1997-12-27,-2.010958904109589,1.897939825647594,0.9576226800955356
1997-12-28,-2.0082191780821916,1.897939825647594,0.9576226800955356
1997-12-29,-2.0054794520547947,1.897939825647594,0.9576226800955356
