Date,FltDates,CumValue
2010-07-14,10.534246575342467,5.376805226912716
2010-07-15,10.536986301369863,5.454829150338177
2010-07-16,10.53972602739726,5.13862784330278
2010-07-19,10.547945205479452,5.083873262932993
2010-07-20,10.550684931506849,5.274142022376332
2010-07-21,10.553424657534247,5.198856108024841
2010-07-22,10.556164383561644,5.395968956634835
2010-07-23,10.558904109589042,5.560228963671132
2010-07-26,10.567123287671233,5.680687826910917
2010-07-27,10.56986301369863,5.72038429089214
2010-07-28,10.572602739726028,5.452091141264208
2010-07-29,10.575342465753424,5.452091141264208
2010-07-30,10.578082191780823,5.249503674783673
2010-08-02,10.586301369863014,5.620458161911458
2010-08-03,10.58904109589041,5.4603042349678494
2010-08-04,10.591780821917808,5.594449876263549
2010-08-05,10.594520547945205,5.609507992652113
2010-08-06,10.597260273972603,5.478099426912117
2010-08-09,10.605479452054794,5.680687826910917
2010-08-10,10.608219178082193,5.56844299089304
2010-08-11,10.610958904109589,5.391862409783015
2010-08-12,10.613698630136986,5.354903954875762
2010-08-13,10.616438356164384,5.242658185339618
2010-08-16,10.624657534246575,5.285093591913076
2010-08-17,10.627397260273973,5.393231881079132
2010-08-18,10.63013698630137,5.527377055615699
2010-08-19,10.632876712328766,5.343952852098151
2010-08-20,10.635616438356164,5.30015030802424
2010-08-23,10.643835616438356,5.352166412560925
2010-08-24,10.646575342465754,5.267297466450542
2010-08-25,10.64931506849315,5.404181583579344
2010-08-26,10.652054794520549,5.401444041264508
2010-08-27,10.654794520547945,5.401444041264508
2010-08-30,10.663013698630136,5.204332126172779
2010-08-31,10.665753424657535,5.2659289286726905
2010-09-01,10.668493150684931,5.5205334332081755
2010-09-02,10.67123287671233,5.732704398206734
2010-09-03,10.673972602739726,5.849054847558167
2010-09-07,10.684931506849315,5.716277277281186
2010-09-08,10.687671232876712,5.780613022373332
2010-09-09,10.69041095890411,5.765556306262167
2010-09-10,10.693150684931506,5.8641120304284655
2010-09-13,10.7013698630137,5.979095342279445
2010-09-14,10.704109589041096,6.19947846746338
2010-09-15,10.706849315068492,6.151568909778516
2010-09-16,10.70958904109589,6.117347997186099
2010-09-17,10.712328767123287,6.10502882338977
2010-09-20,10.72054794520548,6.366476950332778
2010-09-21,10.723287671232876,6.348681291629378
2010-09-22,10.726027397260275,6.369278617705103
2010-09-23,10.728767123287671,6.369278617705103
2010-09-24,10.731506849315068,6.726723228488366
2010-09-27,10.73972602739726,6.6555083872945895
2010-09-28,10.742465753424657,6.771916714778509
2010-09-29,10.745205479452055,6.70618069228747
2010-09-30,10.747945205479452,6.667833162200514
2010-10-01,10.75068493150685,6.629486565631825
2010-10-04,10.758904109589041,6.629486565631825
2010-10-05,10.761643835616438,6.785612361257951
2010-10-06,10.764383561643836,6.763700820520071
2010-10-07,10.767123287671232,6.782874818943115
2010-10-08,10.76986301369863,6.825327962363625
2010-10-11,10.778082191780822,6.865044496987565
2010-10-12,10.780821917808218,6.843132022731418
2010-10-13,10.783561643835617,6.780134009314348
2010-10-14,10.786301369863013,6.6144233148927984
2010-10-15,10.789041095890411,6.843132022731418
2010-10-18,10.797260273972602,6.797938069682141
2010-10-19,10.8,6.608944496190062
2010-10-20,10.802739726027397,6.71302851552719
2010-10-21,10.805479452054794,6.877370205411755
2010-10-22,10.808219178082192,6.9253031010532675
2010-10-25,10.816438356164383,6.9554319363269865
2010-10-26,10.819178082191781,6.997889280579693
2010-10-27,10.821917808219178,6.773286186074627
2010-10-28,10.824657534246576,6.843132022731418
2010-10-29,10.827397260273973,6.841764885230966
2010-11-01,10.835616438356164,6.84587189884192
2010-11-02,10.838356164383562,6.98556310539637
2010-11-03,10.841095890410958,7.019801288076707
2010-11-04,10.843835616438357,7.270421536653207
2010-11-05,10.846575342465753,7.347116596827118
2010-11-08,10.854794520547944,7.300551772204325
2010-11-09,10.857534246575343,7.166339384352611
2010-11-10,10.860273972602739,7.26494411822787
2010-11-11,10.863013698630137,7.282746311559132
2010-11-12,10.865753424657534,7.084167372512495
2010-11-15,10.873972602739727,6.993779466413941
2010-11-16,10.876712328767123,6.988300647711205
2010-11-17,10.87945205479452,7.044450837888556
2010-11-18,10.882191780821918,7.134839677505376
2010-11-19,10.884931506849314,7.266313589523987
2010-11-22,10.893150684931507,7.411484081540307
2010-11-23,10.895890410958904,7.318357232849517
2010-11-24,10.898630136986302,7.597737312162752
2010-11-26,10.904109589041095,7.567608943648167
2010-11-29,10.912328767123288,7.489544878937271
2010-11-30,10.915068493150685,7.545697869669419
2010-12-01,10.917808219178083,7.72784081936698
2010-12-02,10.92054794520548,7.919573335451295
2010-12-03,10.923287671232877,7.8798586678638864
2010-12-06,10.931506849315069,7.896292323417297
2010-12-07,10.934246575342465,7.938747800633472
2010-12-08,10.936986301369863,7.918203864155177
2010-12-09,10.93972602739726,7.912726912488973
2010-12-10,10.942465753424658,7.945594223595793
2010-12-13,10.95068493150685,7.892185776565476
2010-12-14,10.953424657534246,7.932249258854058
2010-12-15,10.956164383561644,7.955728176760433
2010-12-16,10.95890410958904,8.001306272576139
2010-12-17,10.961643835616439,8.023406384003737
2010-12-20,10.96986301369863,8.071745826850062
2010-12-21,10.972602739726028,8.08141334201202
2010-12-22,10.975342465753425,8.075300783897056
2010-12-23,10.978082191780821,8.093307417728557
2010-12-27,10.98904109589041,8.086381645713631
2010-12-28,10.991780821917809,8.044827947142343
2010-12-29,10.994520547945205,8.127938144839717
2010-12-30,10.997260273972604,8.126553737251344
2010-12-31,11.0,8.126553737251344
2011-01-03,11.008219178082191,8.22351547897857
