Date,FltDates,CumValue
2010-06-29,10.493150684931507,4.7779998779296875
2010-06-30,10.495890410958904,4.765999794006348
2010-07-01,10.498630136986302,4.392000198364258
2010-07-02,10.501369863013698,3.8399999141693115
2010-07-06,10.512328767123288,3.2219998836517334
2010-07-07,10.515068493150684,3.1600000858306885
2010-07-08,10.517808219178082,3.492000102996826
2010-07-09,10.520547945205479,3.4800000190734863
2010-07-12,10.528767123287672,3.4100000858306885
2010-07-13,10.531506849315068,3.628000020980835
2010-07-14,10.534246575342467,3.9679999351501465
2010-07-15,10.536986301369863,3.9779999256134033
2010-07-16,10.53972602739726,4.127999782562256
2010-07-19,10.547945205479452,4.381999969482422
2010-07-20,10.550684931506849,4.059999942779541
2010-07-21,10.553424657534247,4.044000148773193
2010-07-22,10.556164383561644,4.199999809265137
2010-07-23,10.558904109589042,4.257999897003174
2010-07-26,10.567123287671233,4.190000057220459
2010-07-27,10.56986301369863,4.110000133514404
2010-07-28,10.572602739726028,4.144000053405762
2010-07-29,10.575342465753424,4.070000171661377
2010-07-30,10.578082191780823,3.98799991607666
2010-08-02,10.586301369863014,4.184000015258789
2010-08-03,10.58904109589041,4.389999866485596
2010-08-04,10.591780821917808,4.251999855041504
2010-08-05,10.594520547945205,4.090000152587891
2010-08-06,10.597260273972603,3.9179999828338623
2010-08-09,10.605479452054794,3.9200000762939453
2010-08-10,10.608219178082193,3.805999994277954
2010-08-11,10.610958904109589,3.5799999237060547
2010-08-12,10.613698630136986,3.5199999809265137
2010-08-13,10.616438356164384,3.6640000343322754
2010-08-16,10.624657534246575,3.75600004196167
2010-08-17,10.627397260273973,3.8299999237060547
2010-08-18,10.63013698630137,3.753999948501587
2010-08-19,10.632876712328766,3.757999897003174
2010-08-20,10.635616438356164,3.819999933242798
2010-08-23,10.643835616438356,4.026000022888184
2010-08-24,10.646575342465754,3.8399999141693115
2010-08-25,10.64931506849315,3.9800000190734863
2010-08-26,10.652054794520549,3.950000047683716
2010-08-27,10.654794520547945,3.940000057220459
2010-08-30,10.663013698630136,3.9739999771118164
2010-08-31,10.665753424657535,3.8959999084472656
2010-09-01,10.668493150684931,4.090000152587891
2010-09-02,10.67123287671233,4.211999893188477
2010-09-03,10.673972602739726,4.210000038146973
2010-09-07,10.684931506849315,4.107999801635742
2010-09-08,10.687671232876712,4.179999828338623
2010-09-09,10.69041095890411,4.142000198364258
2010-09-10,10.693150684931506,4.033999919891357
2010-09-13,10.7013698630137,4.144000053405762
2010-09-14,10.704109589041096,4.223999977111816
2010-09-15,10.706849315068492,4.395999908447266
2010-09-16,10.70958904109589,4.188000202178955
2010-09-17,10.712328767123287,4.046000003814697
2010-09-20,10.72054794520548,4.211999893188477
2010-09-21,10.723287671232876,4.1539998054504395
2010-09-22,10.726027397260275,3.9739999771118164
2010-09-23,10.728767123287671,3.9119999408721924
2010-09-24,10.731506849315068,4.019999980926514
2010-09-27,10.73972602739726,4.105999946594238
2010-09-28,10.742465753424657,4.28000020980835
2010-09-29,10.745205479452055,4.395999908447266
2010-09-30,10.747945205479452,4.081999778747559
2010-10-01,10.75068493150685,4.119999885559082
2010-10-04,10.758904109589041,4.197999954223633
2010-10-05,10.761643835616438,4.223999977111816
2010-10-06,10.764383561643836,4.0920000076293945
2010-10-07,10.767123287671232,4.085999965667725
2010-10-08,10.76986301369863,4.085999965667725
2010-10-11,10.778082191780822,4.047999858856201
2010-10-12,10.780821917808218,4.047999858856201
2010-10-13,10.783561643835617,4.107999801635742
2010-10-14,10.786301369863013,4.150000095367432
2010-10-15,10.789041095890411,4.107999801635742
2010-10-18,10.797260273972602,4.046000003814697
2010-10-19,10.8,4.010000228881836
2010-10-20,10.802739726027397,4.130000114440918
2010-10-21,10.805479452054794,4.150000095367432
2010-10-22,10.808219178082192,4.144000053405762
2010-10-25,10.816438356164383,4.170000076293945
2010-10-26,10.819178082191781,4.271999835968018
2010-10-27,10.821917808219178,4.199999809265137
2010-10-28,10.824657534246576,4.23799991607666
2010-10-29,10.827397260273973,4.368000030517578
2010-11-01,10.835616438356164,4.2820000648498535
2010-11-02,10.838356164383562,4.25
2010-11-03,10.841095890410958,4.354000091552734
2010-11-04,10.843835616438357,4.980000019073486
2010-11-05,10.846575342465753,4.888000011444092
2010-11-08,10.854794520547944,4.995999813079834
2010-11-09,10.857534246575343,4.926000118255615
2010-11-10,10.860273972602739,5.872000217437744
2010-11-11,10.863013698630137,5.607999801635742
2010-11-12,10.865753424657534,5.9679999351501465
2010-11-15,10.873972602739727,6.159999847412109
2010-11-16,10.876712328767123,5.934000015258789
2010-11-17,10.87945205479452,5.8979997634887695
2010-11-18,10.882191780821918,5.978000164031982
2010-11-19,10.884931506849314,6.197999954223633
2010-11-22,10.893150684931507,6.679999828338623
2010-11-23,10.895890410958904,6.914000034332275
2010-11-24,10.898630136986302,7.093999862670898
2010-11-26,10.904109589041095,7.064000129699707
2010-11-29,10.912328767123288,6.866000175476074
2010-11-30,10.915068493150685,7.065999984741211
2010-12-01,10.917808219178083,6.869999885559082
2010-12-02,10.92054794520548,6.46999979019165
2010-12-03,10.923287671232877,6.297999858856201
2010-12-06,10.931506849315069,6.061999797821045
2010-12-07,10.934246575342465,6.311999797821045
2010-12-08,10.936986301369863,6.473999977111816
2010-12-09,10.93972602739726,6.409999847412109
2010-12-10,10.942465753424658,6.303999900817871
2010-12-13,10.95068493150685,6.110000133514404
2010-12-14,10.953424657534246,5.705999851226807
2010-12-15,10.956164383561644,5.920000076293945
2010-12-16,10.95890410958904,6.1620001792907715
