Code,Name,Exchange,Type,Source
#008179,同泰慧盈混合C,CHINA,Mutual Fund,ak
#010187,嘉实核心成长混合C,CHINA,Mutual Fund,ak
#010117,民生加银新兴产业混合C,CHINA,Mutual Fund,ak
#010094,交银产业机遇混合,CHINA,Mutual Fund,ak
#860052,光大阳光启明星创新驱动主题混合B,CHINA,Mutual Fund,ak
#519066,汇添富蓝筹稳健混合,CHINA,Mutual Fund,ak
#001473,建信大安全战略精选股票,CHINA,Mutual Fund,ak
#002649,民生智造2025灵活配置混合,CHINA,Mutual Fund,ak
#860016,光大阳光启明星创新驱动主题混合A,CHINA,Mutual Fund,ak
#006802,前海联合科技先锋混合C,CHINA,Mutual Fund,ak
#005263,鑫元欣享灵活配置混合C,CHINA,Mutual Fund,ak
#008734,交银科锐科技创新混合,CHINA,Mutual Fund,ak
#007613,嘉合医疗健康混合,CHINA,Mutual Fund,ak
#011870,前海开源国家比较优势混合C,CHINA,Mutual Fund,ak
#008786,长城健康生活灵活配置混合,CHINA,Mutual Fund,ak
#010116,民生加银新兴产业混合A,CHINA,Mutual Fund,ak
#501095,中银证券科创3年封闭混合,CHINA,Mutual Fund,ak
#860053,光大阳光启明星创新驱动主题混合C,CHINA,Mutual Fund,ak
#010027,景顺长城核心中景一年持有混合,CHINA,Mutual Fund,ak
#519995,长信金利趋势混合,CHINA,Mutual Fund,ak
#270050,广发新经济混合A,CHINA,Mutual Fund,ak
#010134,广发新经济混合C,CHINA,Mutual Fund,ak
#004183,富国产业升级混合,CHINA,Mutual Fund,ak
#213001,宝盈鸿利收益灵活配置混合A,CHINA,Mutual Fund,ak
#900090,中信卓越成长两年持有混合B,CHINA,Mutual Fund,ak
#900010,中信卓越成长两年持有混合A,CHINA,Mutual Fund,ak
#900100,中信卓越成长两年持有混合C,CHINA,Mutual Fund,ak
#007570,方正富邦红利精选混合C,CHINA,Mutual Fund,ak
#730002,方正富邦红利精选混合A,CHINA,Mutual Fund,ak
#007960,方正富邦天恒混合C,CHINA,Mutual Fund,ak
#090004,大成精选增值混合,CHINA,Mutual Fund,ak
#005851,财通新视野灵活配置混合A,CHINA,Mutual Fund,ak
#007959,方正富邦天恒混合A,CHINA,Mutual Fund,ak
#005959,财通新视野灵活配置混合C,CHINA,Mutual Fund,ak
#001276,建信新经济灵活配置混合,CHINA,Mutual Fund,ak
#004512,海富通沪深300指数增强C,CHINA,Mutual Fund,ak
#004513,海富通沪深300指数增强A,CHINA,Mutual Fund,ak
#006048,长城中证500指数增强A,CHINA,Mutual Fund,ak
#007413,长城中证500指数增强C,CHINA,Mutual Fund,ak
#005262,鑫元欣享灵活配置混合A,CHINA,Mutual Fund,ak
#009025,海富通科技创新混合A,CHINA,Mutual Fund,ak
#009024,海富通科技创新混合C,CHINA,Mutual Fund,ak
#000312,华安沪深300增强A,CHINA,Mutual Fund,ak
#000313,华安沪深300增强C,CHINA,Mutual Fund,ak
#008975,富国中证消费50ETF联接A,CHINA,Mutual Fund,ak
#008976,富国中证消费50ETF联接C,CHINA,Mutual Fund,ak
#005967,鹏华创新驱动混合,CHINA,Mutual Fund,ak
#001036,嘉实企业变革股票,CHINA,Mutual Fund,ak
#005850,财通量化价值优选混合,CHINA,Mutual Fund,ak
#008297,广发价值优势混合,CHINA,Mutual Fund,ak
#009140,永赢竞争力精选混合,CHINA,Mutual Fund,ak
#008519,中金中证沪港深优选消费50指数A,CHINA,Mutual Fund,ak
#008520,中金中证沪港深优选消费50指数C,CHINA,Mutual Fund,ak
#360001,光大量化股票,CHINA,Mutual Fund,ak
#160726,嘉实瑞享定期混合,CHINA,Mutual Fund,ak
#570006,诺德中小盘混合,CHINA,Mutual Fund,ak
#010080,中欧优势成长三个月定开混合,CHINA,Mutual Fund,ak
#483003,工银精选平衡混合,CHINA,Mutual Fund,ak
#001102,前海开源国家比较优势混合A,CHINA,Mutual Fund,ak
#519158,新华趋势领航混合,CHINA,Mutual Fund,ak
#163810,中银价值混合,CHINA,Mutual Fund,ak
#519126,浦银安盛新经济结构混合,CHINA,Mutual Fund,ak
#519606,国泰金鑫股票,CHINA,Mutual Fund,ak
#001528,诺安先进制造股票,CHINA,Mutual Fund,ak
#320015,诺安行业轮动混合,CHINA,Mutual Fund,ak
#005331,益民优势安享混合,CHINA,Mutual Fund,ak
#005609,富国军工主题混合A,CHINA,Mutual Fund,ak
#011113,富国军工主题混合C,CHINA,Mutual Fund,ak
#005310,广发电子信息传媒股票A,CHINA,Mutual Fund,ak
#000935,浙商汇金转型成长,CHINA,Mutual Fund,ak
#010185,中金瑞康灵活配置混合,CHINA,Mutual Fund,ak
#007533,格林创新成长混合A,CHINA,Mutual Fund,ak
#009989,华宝研究精选混合,CHINA,Mutual Fund,ak
#202005,南方成份精选混合A,CHINA,Mutual Fund,ak
#006541,南方成份精选混合C,CHINA,Mutual Fund,ak
#070022,嘉实领先成长混合,CHINA,Mutual Fund,ak
#005825,申万菱信智能驱动股票,CHINA,Mutual Fund,ak
#002547,民生加银养老服务混合,CHINA,Mutual Fund,ak
#151001,银河稳健混合,CHINA,Mutual Fund,ak
#519710,交银策略回报灵活配置混合,CHINA,Mutual Fund,ak
#004677,博时战略新兴产业混合,CHINA,Mutual Fund,ak
#005491,兴全合宜混合(LOF)C,CHINA,Mutual Fund,ak
#002844,金鹰多元策略混合,CHINA,Mutual Fund,ak
#010236,广发电子信息传媒股票C,CHINA,Mutual Fund,ak
#006595,广发港股通优质增长混合,CHINA,Mutual Fund,ak
#001030,天弘云端生活优选,CHINA,Mutual Fund,ak
#008638,广发科技创新混合,CHINA,Mutual Fund,ak
#005260,银华稳健增利灵活配置混合A,CHINA,Mutual Fund,ak
#005261,银华稳健增利灵活配置混合C,CHINA,Mutual Fund,ak
#005146,兴银丰润灵活配置混合,CHINA,Mutual Fund,ak
#202017,南方深证成份ETF联接A,CHINA,Mutual Fund,ak
#007534,格林创新成长混合C,CHINA,Mutual Fund,ak
#008749,富国中证科技50策略ETF联接A,CHINA,Mutual Fund,ak
#257020,国联安精选混合,CHINA,Mutual Fund,ak
#010112,广发研究精选股票A,CHINA,Mutual Fund,ak
#010108,景顺长城核心招景混合,CHINA,Mutual Fund,ak
#010922,朱雀匠心一年持有,CHINA,Mutual Fund,ak
#000800,华商未来主题混合,CHINA,Mutual Fund,ak
#000592,建信改革红利股票,CHINA,Mutual Fund,ak
#519772,交银新生活力灵活配置混合,CHINA,Mutual Fund,ak
#000574,宝盈新价值混合A,CHINA,Mutual Fund,ak
#007574,宝盈新价值混合C,CHINA,Mutual Fund,ak
#002252,融通成长30灵活配置混合,CHINA,Mutual Fund,ak
#163417,兴全合宜混合(LOF)A,CHINA,Mutual Fund,ak
#200001,长城久恒灵活配置混合,CHINA,Mutual Fund,ak
#001300,大成睿景灵活配置混合A,CHINA,Mutual Fund,ak
#008251,汇安宜创量化精选混合A,CHINA,Mutual Fund,ak
#008252,汇安宜创量化精选混合C,CHINA,Mutual Fund,ak
#008120,万家自主创新混合A,CHINA,Mutual Fund,ak
#008121,万家自主创新混合C,CHINA,Mutual Fund,ak
#850588,海通核心优势一年持有混合A,CHINA,Mutual Fund,ak
#850005,海通核心优势一年持有混合B,CHINA,Mutual Fund,ak
#850599,海通核心优势一年持有混合C,CHINA,Mutual Fund,ak
#005482,博时创新驱动混合A,CHINA,Mutual Fund,ak
#004345,南方深证成份ETF联接C,CHINA,Mutual Fund,ak
#005483,博时创新驱动混合C,CHINA,Mutual Fund,ak
#009240,泰康蓝筹优势一年持有股票,CHINA,Mutual Fund,ak
#001319,农银信息传媒股票,CHINA,Mutual Fund,ak
#008750,富国中证科技50策略ETF联接C,CHINA,Mutual Fund,ak
#009623,长城创新驱动混合,CHINA,Mutual Fund,ak
#001152,融通新区域新经济灵活配置混合,CHINA,Mutual Fund,ak
#010113,广发研究精选股票C,CHINA,Mutual Fund,ak
#010481,添富高质量成长精选2年混合,CHINA,Mutual Fund,ak
#163109,申万菱信深证成份指数(LOF),CHINA,Mutual Fund,ak
#200012,长城中小盘成长混合,CHINA,Mutual Fund,ak
#001679,前海开源中国稀缺资产混合A,CHINA,Mutual Fund,ak
#320011,诺安中小盘精选混合,CHINA,Mutual Fund,ak
#001040,新华策略精选股票,CHINA,Mutual Fund,ak
#005164,富荣福锦混合A,CHINA,Mutual Fund,ak
#005165,富荣福锦混合C,CHINA,Mutual Fund,ak
#002148,国寿安保稳惠混合,CHINA,Mutual Fund,ak
#620007,金元顺安优质精选混合A,CHINA,Mutual Fund,ak
#006274,圆信永丰医药健康,CHINA,Mutual Fund,ak
#007775,汇安量化先锋混合A,CHINA,Mutual Fund,ak
#007776,汇安量化先锋混合C,CHINA,Mutual Fund,ak
#001614,东方区域发展混合,CHINA,Mutual Fund,ak
#008131,景顺长城竞争优势混合,CHINA,Mutual Fund,ak
#000410,益民服务领先混合,CHINA,Mutual Fund,ak
#002079,前海开源中国稀缺资产混合C,CHINA,Mutual Fund,ak
#002624,广发优企精选混合A,CHINA,Mutual Fund,ak
#010021,广发优企精选混合C,CHINA,Mutual Fund,ak
#005136,华安幸福生活混合,CHINA,Mutual Fund,ak
#002132,广发鑫享混合,CHINA,Mutual Fund,ak
#160311,华夏蓝筹混合(LOF),CHINA,Mutual Fund,ak
#006081,海富通电子传媒股票A,CHINA,Mutual Fund,ak
#006080,海富通电子传媒股票C,CHINA,Mutual Fund,ak
#000634,富国天盛灵活配置基金,CHINA,Mutual Fund,ak
#000755,富安达新兴成长混合,CHINA,Mutual Fund,ak
#020010,国泰金牛创新成长混合,CHINA,Mutual Fund,ak
#501032,财通福盛混合发起(LOF),CHINA,Mutual Fund,ak
#001349,富国改革动力混合,CHINA,Mutual Fund,ak
#166301,华商新趋势优选灵活配置混合,CHINA,Mutual Fund,ak
#690001,民生加银品牌蓝筹混合,CHINA,Mutual Fund,ak
#487016,工银瑞信灵活配置混合A,CHINA,Mutual Fund,ak
#006881,华宝大健康混合,CHINA,Mutual Fund,ak
#001825,建信中国制造2025,CHINA,Mutual Fund,ak
#010556,汇添富沪深300指数增强C,CHINA,Mutual Fund,ak
#002310,创金合信沪深300指数增强A,CHINA,Mutual Fund,ak
#002315,创金合信沪深300指数增强C,CHINA,Mutual Fund,ak
#410010,华富中小板指数增强,CHINA,Mutual Fund,ak
#004926,中航军民融合精选A,CHINA,Mutual Fund,ak
#005399,长信量化价值驱动混合A,CHINA,Mutual Fund,ak
#009669,长信量化价值驱动混合C,CHINA,Mutual Fund,ak
#004927,中航军民融合精选C,CHINA,Mutual Fund,ak
#007806,建信MSCI中国A股指数增强A,CHINA,Mutual Fund,ak
#007807,建信MSCI中国A股指数增强C,CHINA,Mutual Fund,ak
#001601,鑫元鑫新收益灵活配置混合A,CHINA,Mutual Fund,ak
#001602,鑫元鑫新收益灵活配置混合C,CHINA,Mutual Fund,ak
#690007,民生加银景气行业混合A,CHINA,Mutual Fund,ak
#005090,嘉合睿金混合发起式A,CHINA,Mutual Fund,ak
#005091,嘉合睿金混合发起式C,CHINA,Mutual Fund,ak
#007731,民生加银持续成长混合A,CHINA,Mutual Fund,ak
#007732,民生加银持续成长混合C,CHINA,Mutual Fund,ak
#005530,汇添富沪深300指数增强A,CHINA,Mutual Fund,ak
#006560,华夏四川国改ETF联接A,CHINA,Mutual Fund,ak
#006561,华夏四川国改ETF联接C,CHINA,Mutual Fund,ak
#001732,广发百发大数据价值混合E,CHINA,Mutual Fund,ak
#167503,安信中证一带一路主题指数,CHINA,Mutual Fund,ak
#007923,方正富邦天鑫混合A,CHINA,Mutual Fund,ak
#006263,易方达香港小型股指数C,CHINA,Mutual Fund,ak
#161232,国投瑞银瑞盛混合(LOF),CHINA,Mutual Fund,ak
#007281,嘉合消费升级混合,CHINA,Mutual Fund,ak
#001604,浙商汇金转型升级灵活配置混合,CHINA,Mutual Fund,ak
#009381,汇安核心资产混合A,CHINA,Mutual Fund,ak
#009382,汇安核心资产混合C,CHINA,Mutual Fund,ak
#010213,中欧互联网先锋混合A,CHINA,Mutual Fund,ak
#010214,中欧互联网先锋混合C,CHINA,Mutual Fund,ak
#009940,格林稳健价值混合A,CHINA,Mutual Fund,ak
#009720,民生加银景气行业混合C,CHINA,Mutual Fund,ak
#233011,大摩主题优选混合,CHINA,Mutual Fund,ak
#860006,光大阳光优选一年持有混合A,CHINA,Mutual Fund,ak
#161225,国投瑞银瑞盈混合(LOF),CHINA,Mutual Fund,ak
#002378,建信弘利灵活配置混合,CHINA,Mutual Fund,ak
#002264,华夏乐享健康混合,CHINA,Mutual Fund,ak
#163807,中银优选混合,CHINA,Mutual Fund,ak
#001236,博时丝路主题股票A,CHINA,Mutual Fund,ak
#004191,招商沪深300指数增强C,CHINA,Mutual Fund,ak
#001420,南方大数据300A,CHINA,Mutual Fund,ak
#001426,南方大数据300C,CHINA,Mutual Fund,ak
#005000,泰康泉林量化价值精选混合A,CHINA,Mutual Fund,ak
#005111,泰康泉林量化价值精选混合C,CHINA,Mutual Fund,ak
#161124,易方达香港小型股指数A,CHINA,Mutual Fund,ak
#007924,方正富邦天鑫混合C,CHINA,Mutual Fund,ak
#005644,广发沪港深龙头混合,CHINA,Mutual Fund,ak
#004671,中融核心成长,CHINA,Mutual Fund,ak
#004846,南华瑞盈混合发起C,CHINA,Mutual Fund,ak
#004845,南华瑞盈混合发起A,CHINA,Mutual Fund,ak
#009106,嘉合同顺智选股票A,CHINA,Mutual Fund,ak
#009941,格林稳健价值混合C,CHINA,Mutual Fund,ak
#009904,民生加银中证200指数增强A,CHINA,Mutual Fund,ak
#009905,民生加银中证200指数增强C,CHINA,Mutual Fund,ak
#010446,国泰金福三个月定开混合,CHINA,Mutual Fund,ak
#860055,光大阳光优选一年持有混合B,CHINA,Mutual Fund,ak
#001581,华安沪港深通精选灵活配置混合,CHINA,Mutual Fund,ak
#000598,长盛生态环境混合,CHINA,Mutual Fund,ak
#519983,长信量化先锋混合A,CHINA,Mutual Fund,ak
#200016,长城稳健成长灵活配置混合,CHINA,Mutual Fund,ak
#006020,广发沪深300指数增强A,CHINA,Mutual Fund,ak
#006021,广发沪深300指数增强C,CHINA,Mutual Fund,ak
#004190,招商沪深300指数增强A,CHINA,Mutual Fund,ak
#005042,人保研究精选混合C,CHINA,Mutual Fund,ak
#006573,人保行业轮动混合A,CHINA,Mutual Fund,ak
#006574,人保行业轮动混合C,CHINA,Mutual Fund,ak
#008989,大成科技创新混合C,CHINA,Mutual Fund,ak
#000354,长盛城镇化主题混合,CHINA,Mutual Fund,ak
#007388,上投摩根研究驱动A,CHINA,Mutual Fund,ak
#009107,嘉合同顺智选股票C,CHINA,Mutual Fund,ak
#112002,易方达策略成长二号混合,CHINA,Mutual Fund,ak
#002051,诺安创新驱动混合C,CHINA,Mutual Fund,ak
#162211,泰达宏利品质生活混合,CHINA,Mutual Fund,ak
#860056,光大阳光优选一年持有混合C,CHINA,Mutual Fund,ak
#000056,建信消费升级混合,CHINA,Mutual Fund,ak
#202001,南方稳健成长混合,CHINA,Mutual Fund,ak
#002556,博时丝路主题股票C,CHINA,Mutual Fund,ak
#005041,人保研究精选混合A,CHINA,Mutual Fund,ak
#001375,金元顺安优质精选混合C,CHINA,Mutual Fund,ak
#001301,大成睿景灵活配置混合C,CHINA,Mutual Fund,ak
#008988,大成科技创新混合A,CHINA,Mutual Fund,ak
#001731,广发百发大数据价值混合A,CHINA,Mutual Fund,ak
#007389,上投摩根研究驱动C,CHINA,Mutual Fund,ak
#040004,华安宝利配置混合,CHINA,Mutual Fund,ak
#001028,华安物联网主题股票,CHINA,Mutual Fund,ak
#213006,宝盈核心优势混合A,CHINA,Mutual Fund,ak
#000241,宝盈核心优势混合C,CHINA,Mutual Fund,ak
#009223,宝盈现代服务业混合A,CHINA,Mutual Fund,ak
#009224,宝盈现代服务业混合C,CHINA,Mutual Fund,ak
#009899,上银内需增长股票,CHINA,Mutual Fund,ak
#010070,方正富邦ESG主题投资混合A,CHINA,Mutual Fund,ak
#010071,方正富邦ESG主题投资混合C,CHINA,Mutual Fund,ak
#070013,嘉实研究精选混合A,CHINA,Mutual Fund,ak
#161213,国投瑞银中证消费服务指数,CHINA,Mutual Fund,ak
#000120,中银美丽中国混合,CHINA,Mutual Fund,ak
#005732,富国臻选成长灵活配置混合,CHINA,Mutual Fund,ak
#001695,泓德泓业混合,CHINA,Mutual Fund,ak
#005763,中欧电子信息产业沪港深股票C,CHINA,Mutual Fund,ak
#005251,银华多元动力灵活配置混合,CHINA,Mutual Fund,ak
#004616,中欧电子信息产业沪港深股票A,CHINA,Mutual Fund,ak
#004221,长信量化先锋混合C,CHINA,Mutual Fund,ak
#002289,华商改革创新股票,CHINA,Mutual Fund,ak
#002180,中银移动互联灵活配置混合,CHINA,Mutual Fund,ak
#165806,东吴沪深300指数A,CHINA,Mutual Fund,ak
#165810,东吴沪深300指数C,CHINA,Mutual Fund,ak
#008592,天弘沪深300指数增强A,CHINA,Mutual Fund,ak
#008593,天弘沪深300指数增强C,CHINA,Mutual Fund,ak
#004666,长城久嘉创新成长混合,CHINA,Mutual Fund,ak
#001411,诺安创新驱动混合A,CHINA,Mutual Fund,ak
#008518,弘毅远方经济新动力混合,CHINA,Mutual Fund,ak
#202007,南方隆元产业主题混合,CHINA,Mutual Fund,ak
#160626,鹏华中证信息技术指数(LOF),CHINA,Mutual Fund,ak
#506000,南方科创板3年定开混合,CHINA,Mutual Fund,ak
#009912,九泰天富改革混合C,CHINA,Mutual Fund,ak
#270008,广发核心精选混合,CHINA,Mutual Fund,ak
#910011,东方红启瑞三年持有混合A,CHINA,Mutual Fund,ak
#011312,东方红启瑞三年持有混合B,CHINA,Mutual Fund,ak
#070021,嘉实主题新动力混合,CHINA,Mutual Fund,ak
#000550,广发新动力混合,CHINA,Mutual Fund,ak
#001532,华安文体健康混合,CHINA,Mutual Fund,ak
#000756,建信潜力新蓝筹股票,CHINA,Mutual Fund,ak
#000977,长城环保主题混合,CHINA,Mutual Fund,ak
#002542,长城久鼎混合,CHINA,Mutual Fund,ak
#163804,中银收益混合A,CHINA,Mutual Fund,ak
#005815,农银汇理睿选灵活配置混合,CHINA,Mutual Fund,ak
#000985,嘉实逆向策略股票,CHINA,Mutual Fund,ak
#006034,富国MSCI中国A股国际通,CHINA,Mutual Fund,ak
#202019,南方策略优化混合,CHINA,Mutual Fund,ak
#001759,嘉实成长增强混合,CHINA,Mutual Fund,ak
#070011,嘉实策略混合,CHINA,Mutual Fund,ak
#006419,人保优势产业混合A,CHINA,Mutual Fund,ak
#006420,人保优势产业混合C,CHINA,Mutual Fund,ak
#005381,泰康睿利量化多策略混合A,CHINA,Mutual Fund,ak
#009402,交银启明混合,CHINA,Mutual Fund,ak
#001708,东兴改革精选混合,CHINA,Mutual Fund,ak
#530001,建信恒久价值混合,CHINA,Mutual Fund,ak
#005628,汇安趋势动力股票A,CHINA,Mutual Fund,ak
#004874,融通巨潮100指数C,CHINA,Mutual Fund,ak
#161040,富国创业板两年定开混合,CHINA,Mutual Fund,ak
#011240,东吴行业轮动混合C,CHINA,Mutual Fund,ak
#580003,东吴行业轮动混合A,CHINA,Mutual Fund,ak
#501063,添富悦享定开混合,CHINA,Mutual Fund,ak
#010273,嘉实价值长青混合A,CHINA,Mutual Fund,ak
#010274,嘉实价值长青混合C,CHINA,Mutual Fund,ak
#001305,九泰天富改革混合A,CHINA,Mutual Fund,ak
#002031,华夏策略混合,CHINA,Mutual Fund,ak
#233007,大摩卓越成长混合,CHINA,Mutual Fund,ak
#001694,华安沪港深外延增长混合,CHINA,Mutual Fund,ak
#003961,易方达瑞程灵活配置混合A,CHINA,Mutual Fund,ak
#000936,博时产业新动力混合A,CHINA,Mutual Fund,ak
#007490,南方信息创新混合A,CHINA,Mutual Fund,ak
#007491,南方信息创新混合C,CHINA,Mutual Fund,ak
#519139,海富通沪港深灵活配置混合,CHINA,Mutual Fund,ak
#160642,鹏华增瑞混合(LOF),CHINA,Mutual Fund,ak
#005382,泰康睿利量化多策略混合C,CHINA,Mutual Fund,ak
#020009,国泰金鹏蓝筹混合,CHINA,Mutual Fund,ak
#005629,汇安趋势动力股票C,CHINA,Mutual Fund,ak
#009863,富国创新趋势股票,CHINA,Mutual Fund,ak
#010755,博道睿见一年持有期混合,CHINA,Mutual Fund,ak
#011444,创金合信瑞裕混合A,CHINA,Mutual Fund,ak
#202002,南方稳健成长贰号混合,CHINA,Mutual Fund,ak
#003962,易方达瑞程灵活配置混合C,CHINA,Mutual Fund,ak
#001616,嘉实环保低碳股票,CHINA,Mutual Fund,ak
#000589,光大银发商机混合,CHINA,Mutual Fund,ak
#481013,工银消费服务混合A,CHINA,Mutual Fund,ak
#005596,建信战略精选灵活配置混合A,CHINA,Mutual Fund,ak
#005597,建信战略精选灵活配置混合C,CHINA,Mutual Fund,ak
#000462,农银主题轮动混合,CHINA,Mutual Fund,ak
#005545,中银改革红利灵活配置混合,CHINA,Mutual Fund,ak
#000554,中国梦灵活配置混合,CHINA,Mutual Fund,ak
#002823,招商盛达混合A,CHINA,Mutual Fund,ak
#008244,上银鑫卓混合,CHINA,Mutual Fund,ak
#160638,鹏华中证一带一路主题指数(LOF),CHINA,Mutual Fund,ak
#001741,广发百发大数据精选混合A,CHINA,Mutual Fund,ak
#001742,广发百发大数据精选混合E,CHINA,Mutual Fund,ak
#005933,前海联合先进制造混合A,CHINA,Mutual Fund,ak
#005934,前海联合先进制造混合C,CHINA,Mutual Fund,ak
#008124,中邮中证500指数增强C,CHINA,Mutual Fund,ak
#590007,中邮中证500指数增强A,CHINA,Mutual Fund,ak
#009846,国富港股通远见价值混合,CHINA,Mutual Fund,ak
#009102,鹏扬红利优选混合A,CHINA,Mutual Fund,ak
#009103,鹏扬红利优选混合C,CHINA,Mutual Fund,ak
#011445,创金合信瑞裕混合C,CHINA,Mutual Fund,ak
#005878,博时产业新动力混合C,CHINA,Mutual Fund,ak
#163407,兴全沪深300指数(LOF)A,CHINA,Mutual Fund,ak
#001281,长安鑫利优选混合A,CHINA,Mutual Fund,ak
#002072,长安鑫利优选混合C,CHINA,Mutual Fund,ak
#002573,建信汇利灵活配置混合,CHINA,Mutual Fund,ak
#005225,广发量化多因子混合,CHINA,Mutual Fund,ak
#008314,上投摩根慧选成长A,CHINA,Mutual Fund,ak
#008315,上投摩根慧选成长C,CHINA,Mutual Fund,ak
#003397,银华体育文化灵活配置混合,CHINA,Mutual Fund,ak
#002824,招商盛达混合C,CHINA,Mutual Fund,ak
#002802,广发东财大数据混合,CHINA,Mutual Fund,ak
#009138,嘉实瑞成两年持有期混合A,CHINA,Mutual Fund,ak
#009139,嘉实瑞成两年持有期混合C,CHINA,Mutual Fund,ak
#008177,建信高股息主题股票,CHINA,Mutual Fund,ak
#001223,鹏华文化传媒娱乐股票,CHINA,Mutual Fund,ak
#010491,鹏华高质量增长混合C,CHINA,Mutual Fund,ak
#010313,上银鑫恒混合,CHINA,Mutual Fund,ak
#007230,兴全沪深300指数(LOF)C,CHINA,Mutual Fund,ak
#110003,易方达上证50增强A,CHINA,Mutual Fund,ak
#004746,易方达上证50增强C,CHINA,Mutual Fund,ak
#000866,华宝制造股票,CHINA,Mutual Fund,ak
#000679,招商丰利灵活配置混合A,CHINA,Mutual Fund,ak
#000006,西部利得量化成长混合A,CHINA,Mutual Fund,ak
#011228,西部利得量化成长混合C,CHINA,Mutual Fund,ak
#008969,睿远均衡价值三年持有混合A,CHINA,Mutual Fund,ak
#005598,广发中小盘精选混合,CHINA,Mutual Fund,ak
#519005,海富通股票混合,CHINA,Mutual Fund,ak
#010490,鹏华高质量增长混合A,CHINA,Mutual Fund,ak
#010333,华夏核心资产混合A,CHINA,Mutual Fund,ak
#010334,华夏核心资产混合C,CHINA,Mutual Fund,ak
#690008,民生中证内地资源主题指数A,CHINA,Mutual Fund,ak
#011607,民生中证内地资源主题指数C,CHINA,Mutual Fund,ak
#009709,民生加银策略精选混合C,CHINA,Mutual Fund,ak
#002967,浙商大数据智选消费混合,CHINA,Mutual Fund,ak
#450010,国富策略回报混合,CHINA,Mutual Fund,ak
#002416,招商丰利灵活配置混合C,CHINA,Mutual Fund,ak
#003884,汇安沪深300指数增强A,CHINA,Mutual Fund,ak
#160519,博时睿利事件驱动(LOF),CHINA,Mutual Fund,ak
#270022,广发内需增长混合A,CHINA,Mutual Fund,ak
#011183,广发内需增长混合C,CHINA,Mutual Fund,ak
#240010,华宝行业精选混合,CHINA,Mutual Fund,ak
#008970,睿远均衡价值三年持有混合C,CHINA,Mutual Fund,ak
#008418,惠升惠泽混合A,CHINA,Mutual Fund,ak
#002251,华夏军工安全混合,CHINA,Mutual Fund,ak
#050001,博时价值增长混合,CHINA,Mutual Fund,ak
#009954,北信瑞丰优选成长,CHINA,Mutual Fund,ak
#009857,博时价值臻选持有期混合A,CHINA,Mutual Fund,ak
#009858,博时价值臻选持有期混合C,CHINA,Mutual Fund,ak
#050201,博时价值增长贰号混合,CHINA,Mutual Fund,ak
#040035,华安逆向策略混合,CHINA,Mutual Fund,ak
#000136,民生加银策略精选混合A,CHINA,Mutual Fund,ak
#090018,大成新锐产业混合,CHINA,Mutual Fund,ak
#020026,国泰成长优选混合,CHINA,Mutual Fund,ak
#110002,易方达策略成长混合,CHINA,Mutual Fund,ak
#519909,华安安顺混合,CHINA,Mutual Fund,ak
#011475,工银消费服务混合C,CHINA,Mutual Fund,ak
#860007,光大阳光价值30个月混合A,CHINA,Mutual Fund,ak
#002307,银华多元视野灵活配置混合,CHINA,Mutual Fund,ak
#001712,东方红优势精选混合,CHINA,Mutual Fund,ak
#519003,海富通收益增长混合,CHINA,Mutual Fund,ak
#550003,中信保诚盛世蓝筹混合,CHINA,Mutual Fund,ak
#501066,东方红恒元五年定开混合,CHINA,Mutual Fund,ak
#270025,广发行业领先混合A,CHINA,Mutual Fund,ak
#003579,中金沪深300C,CHINA,Mutual Fund,ak
#003015,中金沪深300A,CHINA,Mutual Fund,ak
#165512,信诚新机遇混合(LOF),CHINA,Mutual Fund,ak
#001782,九泰久益混合A,CHINA,Mutual Fund,ak
#003885,汇安沪深300指数增强C,CHINA,Mutual Fund,ak
#006698,红土创新沪深300增强A,CHINA,Mutual Fund,ak
#006699,红土创新沪深300增强C,CHINA,Mutual Fund,ak
#860027,光大阳光价值30个月混合B,CHINA,Mutual Fund,ak
#007499,光大风格轮动混合C,CHINA,Mutual Fund,ak
#008419,惠升惠泽混合C,CHINA,Mutual Fund,ak
#161607,融通巨潮100指数A(LOF),CHINA,Mutual Fund,ak
#007843,南华中证杭州湾区ETF联接C,CHINA,Mutual Fund,ak
#501301,华宝香港大盘A,CHINA,Mutual Fund,ak
#006355,华宝香港大盘C,CHINA,Mutual Fund,ak
#160105,南方积极配置混合(LOF),CHINA,Mutual Fund,ak
#007216,浙商中华预期高股息C,CHINA,Mutual Fund,ak
#005554,南方H股联接A,CHINA,Mutual Fund,ak
#008084,海富通先进制造股票C,CHINA,Mutual Fund,ak
#010307,东财信息产业精选混合A,CHINA,Mutual Fund,ak
#009380,富安达科技领航混合,CHINA,Mutual Fund,ak
#530012,建信积极配置混合,CHINA,Mutual Fund,ak
#000534,长盛高端装备混合,CHINA,Mutual Fund,ak
#001844,九泰久益混合C,CHINA,Mutual Fund,ak
#001696,南方智造股票,CHINA,Mutual Fund,ak
#002167,南方顺康混合,CHINA,Mutual Fund,ak
#320009,诺安增利债券B,CHINA,Mutual Fund,ak
#008507,交银内核驱动混合,CHINA,Mutual Fund,ak
#270026,广发中小板300联接A,CHINA,Mutual Fund,ak
#010432,广发中小板300联接C,CHINA,Mutual Fund,ak
#001839,九泰久兴灵活配置混合,CHINA,Mutual Fund,ak
#001421,南方量化成长,CHINA,Mutual Fund,ak
