Code,Name,Exchange,Type,Source
#00528,金达控股,HKG,Stocks,ak
#00529,新龙国际集团,HKG,Stocks,ak
#00530,高银金融,HKG,Stocks,ak
#00531,顺诚,HKG,Stocks,ak
#00532,王氏港建国际(集团),HKG,Stocks,ak
#00533,金利来集团,HKG,Stocks,ak
#00535,金地商置,HKG,Stocks,ak
#00536,贸易通,HKG,Stocks,ak
#00538,味千(中国),HKG,Stocks,ak
#00539,冠华国际控股,HKG,Stocks,ak
#00540,迅捷环球控股,HKG,Stocks,ak
#00542,富元国际集团,HKG,Stocks,ak
#00543,太平洋网络,HKG,Stocks,ak
#00544,大同集团,HKG,Stocks,ak
#00546,阜丰集团,HKG,Stocks,ak
#00547,数字王国,HKG,Stocks,ak
#00548,深圳高速公路股份,HKG,Stocks,ak
#00550,KK文化,HKG,Stocks,ak
#00551,裕元集团,HKG,Stocks,ak
#00552,中国通信服务,HKG,Stocks,ak
#00553,南京熊猫电子股份,HKG,Stocks,ak
#00554,汉思能源,HKG,Stocks,ak
#00555,御泰中彩控股,HKG,Stocks,ak
#00556,泛亚环保,HKG,Stocks,ak
#00557,天元医疗,HKG,Stocks,ak
#00558,力劲科技,HKG,Stocks,ak
#00559,德泰新能源集团,HKG,Stocks,ak
#00560,珠江船务,HKG,Stocks,ak
#00563,上实城市开发,HKG,Stocks,ak
#00564,郑煤机,HKG,Stocks,ak
#00565,锦艺集团控股,HKG,Stocks,ak
#00567,大昌微线集团,HKG,Stocks,ak
#00568,山东墨龙,HKG,Stocks,ak
#00570,中国中药,HKG,Stocks,ak
#00571,丰德丽控股,HKG,Stocks,ak
#00572,未来世界控股,HKG,Stocks,ak
#00573,稻香控股,HKG,Stocks,ak
#00574,百信国际,HKG,Stocks,ak
#00575,励晶太平洋,HKG,Stocks,ak
#00576,浙江沪杭甬,HKG,Stocks,ak
#00577,南岸集团,HKG,Stocks,ak
#00578,融信资源,HKG,Stocks,ak
#00579,京能清洁能源,HKG,Stocks,ak
#00580,赛晶科技,HKG,Stocks,ak
#00581,中国东方集团,HKG,Stocks,ak
#00582,蓝鼎国际,HKG,Stocks,ak
#00583,长城环亚控股,HKG,Stocks,ak
#00585,意马国际,HKG,Stocks,ak
#00586,海螺创业,HKG,Stocks,ak
#00588,北京北辰实业股份,HKG,Stocks,ak
#00589,建中建设,HKG,Stocks,ak
#00590,六福集团,HKG,Stocks,ak
#00591,中国高精密,HKG,Stocks,ak
#00592,堡狮龙国际,HKG,Stocks,ak
#00593,梦东方,HKG,Stocks,ak
#00595,先思行集团,HKG,Stocks,ak
#00596,浪潮国际,HKG,Stocks,ak
#00598,中国外运,HKG,Stocks,ak
#00599,怡邦行控股,HKG,Stocks,ak
#00600,中国基建投资,HKG,Stocks,ak
#00601,稀镁科技,HKG,Stocks,ak
#00602,佳华百货控股,HKG,Stocks,ak
#00603,中油燃气,HKG,Stocks,ak
#00604,深圳控股,HKG,Stocks,ak
#00605,中国金融投资管理,HKG,Stocks,ak
#00607,丰盛控股,HKG,Stocks,ak
#00608,达利国际,HKG,Stocks,ak
#00609,天德化工,HKG,Stocks,ak
#00610,WAI KEE HOLD,HKG,Stocks,ak
#00611,中国核能科技,HKG,Stocks,ak
#00612,中国鼎益丰,HKG,Stocks,ak
#00613,渝港国际,HKG,Stocks,ak
#00616,高山企业,HKG,Stocks,ak
#00617,百利保控股,HKG,Stocks,ak
#00618,北大资源,HKG,Stocks,ak
#00619,南华金融,HKG,Stocks,ak
#00620,大唐西市,HKG,Stocks,ak
#00621,坛金矿业,HKG,Stocks,ak
#00622,威华达控股,HKG,Stocks,ak
#00623,中视金桥,HKG,Stocks,ak
#00626,大众金融控股,HKG,Stocks,ak
#00627,福晟国际,HKG,Stocks,ak
#00628,国美金融科技,HKG,Stocks,ak
#00629,悦达国际控股,HKG,Stocks,ak
#00630,隽泰控股,HKG,Stocks,ak
#00631,三一国际,HKG,Stocks,ak
#00632,中港石油,HKG,Stocks,ak
#00633,中国全通,HKG,Stocks,ak
#00635,彩星集团,HKG,Stocks,ak
#00636,嘉里物流,HKG,Stocks,ak
#00637,利记,HKG,Stocks,ak
#00638,建溢集团,HKG,Stocks,ak
#00639,首钢资源,HKG,Stocks,ak
#00640,星谦发展,HKG,Stocks,ak
#00641,中国恒天立信国际,HKG,Stocks,ak
#00643,恒富控股,HKG,Stocks,ak
#00645,安域亚洲,HKG,Stocks,ak
#00646,中国环保科技,HKG,Stocks,ak
#00648,中国华仁医疗-新,HKG,Stocks,ak
#00650,IDG能源投资,HKG,Stocks,ak
#00651,中海重工,HKG,Stocks,ak
#00653,卓悦控股,HKG,Stocks,ak
#00655,香港华人有限公司,HKG,Stocks,ak
#00656,复星国际,HKG,Stocks,ak
#00657,环科国际,HKG,Stocks,ak
#00658,中国高速传动,HKG,Stocks,ak
#00659,新创建集团,HKG,Stocks,ak
#00660,玮俊生物科技,HKG,Stocks,ak
#00661,中国大冶有色金属,HKG,Stocks,ak
#00662,亚洲金融,HKG,Stocks,ak
#00663,金山能源,HKG,Stocks,ak
#00665,海通国际,HKG,Stocks,ak
#00666,新工投资,HKG,Stocks,ak
#00667,中国东方教育,HKG,Stocks,ak
#00668,东银国际控股,HKG,Stocks,ak
#00669,创科实业,HKG,Stocks,ak
#00670,中国东方航空股份,HKG,Stocks,ak
#00672,众安集团,HKG,Stocks,ak
#00673,中国卫生集团,HKG,Stocks,ak
#00674,中国唐商,HKG,Stocks,ak
#00675,坚宝国际,HKG,Stocks,ak
#00676,创信国际,HKG,Stocks,ak
#00677,金源米业,HKG,Stocks,ak
#00678,云顶香港,HKG,Stocks,ak
#00679,亚洲联网科技,HKG,Stocks,ak
#00680,南海控股,HKG,Stocks,ak
#00681,中民控股,HKG,Stocks,ak
#00682,超大现代,HKG,Stocks,ak
#00683,嘉里建设,HKG,Stocks,ak
#00684,亚伦国际,HKG,Stocks,ak
#00685,世界华文媒体,HKG,Stocks,ak
#00686,北京能源国际,HKG,Stocks,ak
#00687,泰升集团,HKG,Stocks,ak
#00688,中国海外发展,HKG,Stocks,ak
#00689,长盈集团(控股),HKG,Stocks,ak
#00690,联康生物科技集团,HKG,Stocks,ak
#00691,山水水泥,HKG,Stocks,ak
#00693,陈唱国际,HKG,Stocks,ak
#00694,北京首都机场股份,HKG,Stocks,ak
#00695,东吴水泥,HKG,Stocks,ak
#00696,中国民航信息网络,HKG,Stocks,ak
#00697,首长国际,HKG,Stocks,ak
#00698,通达集团,HKG,Stocks,ak
#00699,神州租车,HKG,Stocks,ak
#00700,腾讯控股,HKG,Stocks,ak
#00701,CNT GROUP,HKG,Stocks,ak
#00702,中国油气控股,HKG,Stocks,ak
#00703,佳景集团,HKG,Stocks,ak
#00704,和嘉控股,HKG,Stocks,ak
#00706,美丽中国控股,HKG,Stocks,ak
#00707,亚洲电视控股,HKG,Stocks,ak
#00708,恒大汽车,HKG,Stocks,ak
#00709,佐丹奴国际,HKG,Stocks,ak
#00710,京东方精电,HKG,Stocks,ak
#00711,亚洲联合基建控股,HKG,Stocks,ak
#00712,卡姆丹克太阳能,HKG,Stocks,ak
#00713,世界(集团),HKG,Stocks,ak
#00715,中泛控股,HKG,Stocks,ak
#00716,胜狮货柜,HKG,Stocks,ak
#00717,英皇证券,HKG,Stocks,ak
